GID	FIRST_YEAR	QTL.name	allele	SOURCE	ISCK	NURSERY	SET
II-42-22	1948	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-42-22	1948	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-42-30	1949	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-42-30	1949	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-42-30	1949	Fhb5	Unk	MN	FALSE	URN	PRE1968
II-42-37	1950	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-42-37	1950	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-42-37	1950	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-42-38	1949	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-42-38	1949	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-42-38	1949	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-43-19	1950	Fhb5AS	Res	MN	FALSE	URN	PRE1968
II-43-19	1950	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-43-19	1950	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-44-56	1953	Fhb5AS	Unk	MN	FALSE	URN	PRE1968
II-44-56	1953	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-44-56	1953	Fhb5	Unk	MN	FALSE	URN	PRE1968
II-44-65-1	1957	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-44-65-1	1957	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-44-65-1	1957	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-46-13	1952	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-46-13	1952	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-46-13	1952	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-46-3	1952	Fhb5AS	Res	MN	FALSE	URN	PRE1968
II-46-3	1952	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-46-3	1952	Fhb5	Unk	MN	FALSE	URN	PRE1968
II-46-63	1953	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-46-63	1953	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-46-63	1953	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-47-10	1954	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-47-10	1954	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-47-10	1954	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-17	1954	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-17	1954	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-50-17	1954	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-29	1955	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-29	1955	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-29	1955	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-50-32	1954	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-32	1954	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-32	1954	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-50-37	1955	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-37	1955	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-50-37	1955	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-41	1955	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-41	1955	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-41	1955	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-50-53	1955	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-53	1955	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-50-53	1955	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-65	1955	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-65	1955	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-65	1955	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-50-75	1955	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-50-75	1955	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-50-75	1955	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-51-8	1957	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-51-8	1957	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-51-8	1957	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-51-9	1957	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-51-9	1957	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-51-9	1957	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-52-238	1961	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-52-238	1961	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-52-238	1961	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-52-52	1959	Fhb5AS	Res	MN	FALSE	URN	PRE1968
II-52-52	1959	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-52-52	1959	Fhb5	Unk	MN	FALSE	URN	PRE1968
II-52-74	1959	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-52-74	1959	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-52-74	1959	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-521	1962	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-521	1962	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-521	1962	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-532	1959	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-532	1959	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-532	1959	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-541	1959	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-541	1959	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-541	1959	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-546	1958	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-546	1958	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-546	1958	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-562	1959	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-562	1959	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-562	1959	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-565	1959	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-565	1959	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-565	1959	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-567	1959	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-567	1959	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-567	1959	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-661	1961	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-661	1961	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-661	1961	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-737	1961	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-737	1961	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-737	1961	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-738	1961	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-738	1961	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-738	1961	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-53-749	1961	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-53-749	1961	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-53-749	1961	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-54-29	1962	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-54-29	1962	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-54-29	1962	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-54-30	1962	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-54-30	1962	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-54-30	1962	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-55-12	1963	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-55-12	1963	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-55-12	1963	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-56-40	1966	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-56-40	1966	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-56-40	1966	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-58-14	1964	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-58-14	1964	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-58-14	1964	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-58-57	1964	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-58-57	1964	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-58-57	1964	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-59-11	1964	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-59-11	1964	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-59-11	1964	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-59-9	1964	Fhb1	Sus	MN	FALSE	URN	PRE1968
II-59-9	1964	Fhb5	Sus	MN	FALSE	URN	PRE1968
II-59-9	1964	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
II-62-48	1976	Fhb1	Sus	MN	FALSE	URN	POST1968
II-62-48	1976	Fhb5AS	Res	MN	FALSE	URN	POST1968
II-62-48	1976	Fhb5	Sus	MN	FALSE	URN	POST1968
II-62-68	1968	Fhb5AS	Sus	MN	FALSE	URN	POST1968
II-62-68	1968	Fhb5	Sus	MN	FALSE	URN	POST1968
II-62-68	1968	Fhb1	Sus	MN	FALSE	URN	POST1968
III-52-7	1957	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
III-52-7	1957	Fhb1	Sus	MN	FALSE	URN	PRE1968
III-52-7	1957	Fhb5	Sus	MN	FALSE	URN	PRE1968
III-52-8	1957	Fhb1	Sus	MN	FALSE	URN	PRE1968
III-52-8	1957	Fhb5AS	Res	MN	FALSE	URN	PRE1968
III-52-8	1957	Fhb5	Sus	MN	FALSE	URN	PRE1968
INGOT	1995	Fhb5AS	Sus	SD	FALSE	BOTH	POST1968
INGOT	1995	Fhb1	Sus	SD	FALSE	BOTH	POST1968
INGOT	1995	Fhb5	Sus	SD	FALSE	BOTH	POST1968
IVAN	1997	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
IVAN	1997	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
IVAN	1997	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
JAMES	1976	Fhb5AS	Sus	SD	FALSE	URN	POST1968
JAMES	1976	Fhb1	Sus	SD	FALSE	URN	POST1968
JAMES	1976	Fhb5	Unk	SD	FALSE	URN	POST1968
JENNA	2007	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
JENNA	2007	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
JENNA	2007	Fhb5	Unk	PRIVATE	FALSE	URN	POST1968
JUSTIN	1960	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
JUSTIN	1960	Fhb1	Sus	ND	FALSE	URN	PRE1968
JUSTIN	1960	Fhb5	Sus	ND	FALSE	URN	PRE1968
KARNVOR	1958	Fhb5	Sus	OTHER	FALSE	URN	PRE1968
KARNVOR	1958	Fhb5AS	Sus	OTHER	FALSE	URN	PRE1968
KARNVOR	1958	Fhb1	Sus	OTHER	FALSE	URN	PRE1968
KEENE	1993	Fhb5AS	Sus	ND	FALSE	URN	POST1968
KEENE	1993	Fhb5	Sus	ND	FALSE	URN	POST1968
KEENE	1993	Fhb1	Sus	ND	FALSE	URN	POST1968
KELSE	2008	Fhb1	Sus	WA	FALSE	URN	POST1968
KELSE	2008	Fhb5AS	Res	WA	FALSE	URN	POST1968
KELSE	2008	Fhb5	Sus	WA	FALSE	URN	POST1968
KEYSTONE	2000	Fhb1	Sus	PRIVATE	FALSE	BOTH	POST1968
KEYSTONE	2000	Fhb5	Sus	PRIVATE	FALSE	BOTH	POST1968
KEYSTONE	2000	Fhb5AS	Res	PRIVATE	FALSE	BOTH	POST1968
KITT	1972	Fhb5AS	Sus	MN	FALSE	URN	POST1968
KITT	1972	Fhb5	Sus	MN	FALSE	URN	POST1968
KITT	1972	Fhb1	Unk	MN	FALSE	URN	POST1968
KLEINCONDOR	2003	Fhb5	Unk	OTHER	FALSE	URSN	POST1968
KLEINCONDOR	2003	Fhb5AS	Sus	OTHER	FALSE	URSN	POST1968
KLEINCONDOR	2003	Fhb1	Sus	OTHER	FALSE	URSN	POST1968
KNUDSON	1999	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
KNUDSON	1999	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
KNUDSON	1999	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
KULM	1991	Fhb5AS	Sus	ND	FALSE	URN	POST1968
KULM	1991	Fhb1	Sus	ND	FALSE	URN	POST1968
KULM	1991	Fhb5	Sus	ND	FALSE	URN	POST1968
KUNTZ	2004	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
KUNTZ	2004	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
KUNTZ	2004	Fhb5	Res	PRIVATE	FALSE	URN	POST1968
LANG-MN	2013	Fhb1	Res	MN	FALSE	BOTH	POST1968
LANG-MN	2013	Fhb5AS	Res	MN	FALSE	BOTH	POST1968
LANG-MN	2013	Fhb5	Sus	MN	FALSE	BOTH	POST1968
LANGDON	1998	Fhb5	Unk	ND	FALSE	URSN	POST1968
LANGDON	1998	Fhb5AS	Res	ND	FALSE	URSN	POST1968
LANGDON	1998	Fhb1	Sus	ND	FALSE	URSN	POST1968
LANNING	2015	Fhb5AS	Res	MT	FALSE	BOTH	POST1968
LANNING	2015	Fhb5	Sus	MT	FALSE	BOTH	POST1968
LANNING	2015	Fhb1	Sus	MT	FALSE	BOTH	POST1968
LARK	1971	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LARK	1971	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LARK	1971	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LATHROP	1959	Fhb5	Sus	OTHER	FALSE	URN	PRE1968
LATHROP	1959	Fhb5AS	Sus	OTHER	FALSE	URN	PRE1968
LATHROP	1959	Fhb1	Sus	OTHER	FALSE	URN	PRE1968
LCS-ALBANY	2007	Fhb5AS	Res	PRIVATE	FALSE	BOTH	POST1968
LCS-ALBANY	2007	Fhb1	Sus	PRIVATE	FALSE	BOTH	POST1968
LCS-ALBANY	2007	Fhb5	Sus	PRIVATE	FALSE	BOTH	POST1968
LCS-BREAKAWAY	2006	Fhb1	Res	MN	FALSE	URN	POST1968
LCS-BREAKAWAY	2006	Fhb5AS	Sus	MN	FALSE	URN	POST1968
LCS-BREAKAWAY	2006	Fhb5	Sus	MN	FALSE	URN	POST1968
LCS-CANNON	2017	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LCS-CANNON	2017	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LCS-CANNON	2017	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LCS-POWERPLAY	2010	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LCS-POWERPLAY	2010	Fhb5	Unk	PRIVATE	FALSE	URN	POST1968
LCS-POWERPLAY	2010	Fhb5AS	Unk	PRIVATE	FALSE	URN	POST1968
LCS-PRIME	2014	Fhb5	Unk	PRIVATE	FALSE	URN	POST1968
LCS-PRIME	2014	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
LCS-PRIME	2014	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
LD55	1946	Fhb1	Sus	ND	FALSE	URN	PRE1968
LD55	1946	Fhb5	Sus	ND	FALSE	URN	PRE1968
LD55	1946	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
LEE	1946	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
LEE	1946	Fhb1	Sus	MN	FALSE	URN	PRE1968
LEE	1946	Fhb5	Sus	MN	FALSE	URN	PRE1968
LEN	1976	Fhb5AS	Sus	ND	FALSE	URN	POST1968
LEN	1976	Fhb1	Sus	ND	FALSE	URN	POST1968
LEN	1976	Fhb5	Sus	ND	FALSE	URN	POST1968
LEW	1975	Fhb5	Sus	MT	FALSE	URN	POST1968
LEW	1975	Fhb5AS	Sus	MT	FALSE	URN	POST1968
LEW	1975	Fhb1	Sus	MT	FALSE	URN	POST1968
LINKERT	2009	Fhb5	Sus	MN	FALSE	BOTH	POST1968
LINKERT	2009	Fhb5AS	Res	MN	FALSE	BOTH	POST1968
LINKERT	2009	Fhb1	Unk	MN	FALSE	BOTH	POST1968
LNR10-0176	2013	Fhb5	Unk	PRIVATE	FALSE	BOTH	POST1968
LNR10-0176	2013	Fhb5AS	Res	PRIVATE	FALSE	BOTH	POST1968
LNR10-0176	2013	Fhb1	Sus	PRIVATE	FALSE	BOTH	POST1968
LNR10-0177RS6	2014	Fhb1	Unk	PRIVATE	FALSE	URSN	POST1968
LNR10-0177RS6	2014	Fhb5AS	Res	PRIVATE	FALSE	URSN	POST1968
LNR10-0177RS6	2014	Fhb5	Sus	PRIVATE	FALSE	URSN	POST1968
LNR10-0493	2013	Fhb5	Res	PRIVATE	FALSE	BOTH	POST1968
LNR10-0493	2013	Fhb5AS	Res	PRIVATE	FALSE	BOTH	POST1968
LNR10-0493	2013	Fhb1	Sus	PRIVATE	FALSE	BOTH	POST1968
LNR11-0757	2014	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR11-0757	2014	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR11-0757	2014	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LNR12-0147	2016	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR12-0147	2016	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
LNR12-0147	2016	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LNR12-0311	2014	Fhb5	Res	NA	FALSE	URN	POST1968
LNR12-0311	2014	Fhb1	Res	NA	FALSE	URN	POST1968
LNR12-0311	2014	Fhb5AS	NA	NA	FALSE	URN	POST1968
LNR13-0028	2016	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR13-0028	2016	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR13-0028	2016	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
LNR13-0137	2016	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
LNR13-0137	2016	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR13-0137	2016	Fhb5	Res	PRIVATE	FALSE	URN	POST1968
LNR13-0763	2016	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR13-0763	2016	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LNR13-0763	2016	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR14-0234	2017	Fhb5	Het	PRIVATE	FALSE	URN	POST1968
LNR14-0234	2017	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR14-0234	2017	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
LNR14-0563	2017	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
LNR14-0563	2017	Fhb5	Res	PRIVATE	FALSE	URN	POST1968
LNR14-0563	2017	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LNR14-0677	2016	Fhb5AS	Sus	PRIVATE	FALSE	URSN	POST1968
LNR14-0677	2016	Fhb5	Sus	PRIVATE	FALSE	URSN	POST1968
LNR14-0677	2016	Fhb1	Sus	PRIVATE	FALSE	URSN	POST1968
LNR14-0679	2016	Fhb1	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-0679	2016	Fhb5AS	Sus	PRIVATE	FALSE	URSN	POST1968
LNR14-0679	2016	Fhb5	Sus	PRIVATE	FALSE	URSN	POST1968
LNR14-0747	2016	Fhb5	Unk	PRIVATE	FALSE	URSN	POST1968
LNR14-0747	2016	Fhb1	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-0747	2016	Fhb5AS	Unk	PRIVATE	FALSE	URSN	POST1968
LNR14-1267	2017	Fhb5	Res	PRIVATE	FALSE	URN	POST1968
LNR14-1267	2017	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
LNR14-1267	2017	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR14-1774	2016	Fhb5	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-1774	2016	Fhb1	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-1774	2016	Fhb5AS	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-1868	2016	Fhb5AS	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-1868	2016	Fhb1	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-1868	2016	Fhb5	Res	PRIVATE	FALSE	URSN	POST1968
LNR14-1935	2017	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LNR14-1935	2017	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR14-1935	2017	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR15-0025	2017	Fhb5	Sus	PRIVATE	FALSE	URSN	POST1968
LNR15-0025	2017	Fhb1	Res	PRIVATE	FALSE	URSN	POST1968
LNR15-0025	2017	Fhb5AS	Res	PRIVATE	FALSE	URSN	POST1968
LNR15-0026	2017	Fhb5	Sus	PRIVATE	FALSE	URSN	POST1968
LNR15-0026	2017	Fhb5AS	Res	PRIVATE	FALSE	URSN	POST1968
LNR15-0026	2017	Fhb1	Res	PRIVATE	FALSE	URSN	POST1968
LNR15-0763	2017	Fhb5AS	Res	NA	FALSE	URSN	POST1968
LNR15-0763	2017	Fhb5	Unk	NA	FALSE	URSN	POST1968
LNR15-0763	2017	Fhb1	Res	NA	FALSE	URSN	POST1968
LNR15-1405	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR15-1405	2019	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
LNR15-1405	2019	Fhb5AS	Unk	PRIVATE	FALSE	URN	POST1968
LNR15-1445	2017	Fhb5	Sus	NA	FALSE	URSN	POST1968
LNR15-1445	2017	Fhb5AS	Res	NA	FALSE	URSN	POST1968
LNR15-1445	2017	Fhb1	Res	NA	FALSE	URSN	POST1968
LNR15-1512	2019	Fhb5AS	Sus	PRIVATE	FALSE	URN	POST1968
LNR15-1512	2019	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LNR15-1512	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR15-1751	2019	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR15-1751	2019	Fhb5	Unk	PRIVATE	FALSE	URN	POST1968
LNR15-1751	2019	Fhb1	Res	PRIVATE	FALSE	URN	POST1968
LNR15-1802	2017	Fhb5AS	Res	PRIVATE	FALSE	URSN	POST1968
LNR15-1802	2017	Fhb1	Unk	PRIVATE	FALSE	URSN	POST1968
LNR15-1802	2017	Fhb5	Sus	PRIVATE	FALSE	URSN	POST1968
LNR15-1990	2017	Fhb5AS	NA	PRIVATE	FALSE	URSN	POST1968
LNR15-1990	2017	Fhb1	Res	PRIVATE	FALSE	URSN	POST1968
LNR15-1990	2017	Fhb5	Sus	PRIVATE	FALSE	URSN	POST1968
LNR16-1223	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR16-1223	2019	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
LNR16-1223	2019	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR16-2076	2019	Fhb5AS	Res	PRIVATE	FALSE	URN	POST1968
LNR16-2076	2019	Fhb5	Sus	PRIVATE	FALSE	URN	POST1968
LNR16-2076	2019	Fhb1	Sus	PRIVATE	FALSE	URN	POST1968
MACON	2001	Fhb1	Sus	WA	FALSE	URN	POST1968
MACON	2001	Fhb5AS	Res	WA	FALSE	URN	POST1968
MACON	2001	Fhb5	Sus	WA	FALSE	URN	POST1968
MANITOU	1963	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
MANITOU	1963	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
MANITOU	1963	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
MARQUILLO	1929	Fhb1	Sus	MN	FALSE	URN	PRE1968
MARQUILLO	1929	Fhb5AS	Sus	MN	FALSE	URN	PRE1968
MARQUILLO	1929	Fhb5	Unk	MN	FALSE	URN	PRE1968
MARQUIS	1929	Fhb5	Sus	AAFC-CA	FALSE	URN	PRE1968
MARQUIS	1929	Fhb1	Sus	AAFC-CA	FALSE	URN	PRE1968
MARQUIS	1929	Fhb5AS	Sus	AAFC-CA	FALSE	URN	PRE1968
MARSHALL	1980	Fhb5AS	Res	MN	FALSE	BOTH	POST1968
MARSHALL	1980	Fhb5	Sus	MN	FALSE	BOTH	POST1968
MARSHALL	1980	Fhb1	Sus	MN	FALSE	BOTH	POST1968
MCVEY	1996	Fhb5	Sus	MN	FALSE	BOTH	POST1968
MCVEY	1996	Fhb1	Sus	MN	FALSE	BOTH	POST1968
MCVEY	1996	Fhb5AS	Res	MN	FALSE	BOTH	POST1968
MERCURY	1937	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
MERCURY	1937	Fhb5	Sus	ND	FALSE	URN	PRE1968
MERCURY	1937	Fhb1	Sus	ND	FALSE	URN	PRE1968
MERIT	1937	Fhb1	Sus	ND	FALSE	URN	PRE1968
MERIT	1937	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
MERIT	1937	Fhb5	Sus	ND	FALSE	URN	PRE1968
MERIT3	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
MERIT3	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
MERIT3	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
MIDA	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
MIDA	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
MIDA	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
MINNPRO	1986	Fhb1	Sus	MN	FALSE	URN	POST1968
MINNPRO	1986	Fhb5	Sus	MN	FALSE	URN	POST1968
MINNPRO	1986	Fhb5AS	Res	MN	FALSE	URN	POST1968
MN-ROTHSAY	2018	Fhb1	Unk	MN	FALSE	URN	POST1968
MN-ROTHSAY	2018	Fhb5	Res	MN	FALSE	URN	POST1968
MN-ROTHSAY	2018	Fhb5AS	Unk	MN	FALSE	URN	POST1968
MN-TORGY	2017	Fhb5AS	Res	MN	FALSE	URN	POST1968
MN-TORGY	2017	Fhb1	Res	MN	FALSE	URN	POST1968
MN-TORGY	2017	Fhb5	Sus	MN	FALSE	URN	POST1968
MN-WASHBURN	2014	Fhb1	Res	MN	FALSE	URN	POST1968
MN-WASHBURN	2014	Fhb5AS	Res	MN	FALSE	URN	POST1968
MN-WASHBURN	2014	Fhb5	Sus	MN	FALSE	URN	POST1968
MN00021	2002	Fhb5	Sus	MN	FALSE	URSN	POST1968
MN00021	2002	Fhb5AS	Res	MN	FALSE	URSN	POST1968
MN00021	2002	Fhb1	Res	MN	FALSE	URSN	POST1968
MN00173	2002	Fhb1	Unk	MN	FALSE	URSN	POST1968
MN00173	2002	Fhb5AS	Res	MN	FALSE	URSN	POST1968
MN00173	2002	Fhb5	Sus	MN	FALSE	URSN	POST1968
MN00187-3	2004	Fhb1	Res	MN	FALSE	URSN	POST1968
MN00187-3	2004	Fhb5AS	Sus	MN	FALSE	URSN	POST1968
MN00187-3	2004	Fhb5	Unk	MN	FALSE	URSN	POST1968
