GID	FIRST_YEAR	QTL.name	allele	SOURCE	ISCK	NURSERY	SET
MT0249	2004	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0249	2004	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0266	2005	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0266	2005	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0266	2005	Fhb5	Sus	MT	FALSE	URN	POST1968
MT0415	2006	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0415	2006	Fhb5	Sus	MT	FALSE	URN	POST1968
MT0415	2006	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0416	2006	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0416	2006	Fhb5	Unk	MT	FALSE	URN	POST1968
MT0416	2006	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0516	2007	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0516	2007	Fhb5	Sus	MT	FALSE	URN	POST1968
MT0516	2007	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0713	2008	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0713	2008	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0713	2008	Fhb5	Sus	MT	FALSE	URN	POST1968
MT0827	2010	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0827	2010	Fhb5	Sus	MT	FALSE	URN	POST1968
MT0827	2010	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0832	2010	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0832	2010	Fhb5	Unk	MT	FALSE	URN	POST1968
MT0832	2010	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT0852	2010	Fhb1	Sus	MT	FALSE	URN	POST1968
MT0852	2010	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT0852	2010	Fhb5	Sus	MT	FALSE	URN	POST1968
MT09SCAB16	2010	Fhb5	Unk	MT	FALSE	URSN	POST1968
MT09SCAB16	2010	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT09SCAB16	2010	Fhb1	Res	MT	FALSE	URSN	POST1968
MT09SCAB3	2010	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT09SCAB3	2010	Fhb5	Unk	MT	FALSE	URSN	POST1968
MT09SCAB3	2010	Fhb1	Res	MT	FALSE	URSN	POST1968
MT09SCAB5	2010	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT09SCAB5	2010	Fhb5	Unk	MT	FALSE	URSN	POST1968
MT09SCAB5	2010	Fhb1	Res	MT	FALSE	URSN	POST1968
MT09SCAB9	2010	Fhb5	Unk	MT	FALSE	URSN	POST1968
MT09SCAB9	2010	Fhb1	Res	MT	FALSE	URSN	POST1968
MT09SCAB9	2010	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT1007	2012	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1007	2012	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1007	2012	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1016	2012	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1016	2012	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1016	2012	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1053	2012	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1053	2012	Fhb5AS	Res	MT	FALSE	URN	POST1968
MT1053	2012	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1103	2014	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1103	2014	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1103	2014	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1142	2013	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1142	2013	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1142	2013	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1157	2012	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1157	2012	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1157	2012	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1172	2013	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1172	2013	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1172	2013	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1203	2014	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1203	2014	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1203	2014	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1219	2015	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1219	2015	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1219	2015	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1236	2014	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1236	2014	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1236	2014	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1316	2015	Fhb5AS	NA	MT	FALSE	BOTH	POST1968
MT1316	2015	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1316	2015	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1337	2015	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1337	2015	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1337	2015	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1338	2015	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1338	2015	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1338	2015	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1348	2016	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1348	2016	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1348	2016	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1401	2016	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1401	2016	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1401	2016	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1525	2017	Fhb5	Unk	MT	FALSE	URN	POST1968
MT1525	2017	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1525	2017	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1543	2017	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1543	2017	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1543	2017	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1570	2017	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1570	2017	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1570	2017	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1621	2018	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1621	2018	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1621	2018	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1673	2018	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1673	2018	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1673	2018	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1716	2019	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1716	2019	Fhb5AS	Res	MT	FALSE	BOTH	POST1968
MT1716	2019	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1767	2019	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1767	2019	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1767	2019	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1775	2020	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT1775	2020	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT1775	2020	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT1809	2020	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1809	2020	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1809	2020	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1855	2020	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT1855	2020	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1855	2020	Fhb5AS	Res	MT	FALSE	BOTH	POST1968
MT1866	2020	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT1866	2020	Fhb5	Unk	MT	FALSE	BOTH	POST1968
MT1866	2020	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT1871	2020	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT1871	2020	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT1871	2020	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT1872	2020	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT1872	2020	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT1872	2020	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT1927	2021	Fhb1	Sus	MT	FALSE	URN	POST1968
MT1927	2021	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1927	2021	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1939	2021	Fhb5	Sus	MT	FALSE	URN	POST1968
MT1939	2021	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT1939	2021	Fhb1	Sus	MT	FALSE	URN	POST1968
MT2007	2021	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT2007	2021	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT2007	2021	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT2013	2021	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT2013	2021	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT2013	2021	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT2018	2021	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT2018	2021	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT2018	2021	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT2022	2021	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT2022	2021	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT2022	2021	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT2030	2022	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT2030	2022	Fhb1	Sus	MT	FALSE	URN	POST1968
MT2030	2022	Fhb5	Sus	MT	FALSE	URN	POST1968
MT2049	2022	Fhb5AS	Unk	MT	FALSE	URN	POST1968
MT2049	2022	Fhb1	Sus	MT	FALSE	URN	POST1968
MT2049	2022	Fhb5	Unk	MT	FALSE	URN	POST1968
MT2050	2023	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT2050	2023	Fhb5	Sus	MT	FALSE	URN	POST1968
MT2050	2023	Fhb1	Sus	MT	FALSE	URN	POST1968
MT2054	2022	Fhb1	Sus	MT	FALSE	URN	POST1968
MT2054	2022	Fhb5	Sus	MT	FALSE	URN	POST1968
MT2054	2022	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT2063	2023	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT2063	2023	Fhb5	Sus	MT	FALSE	URN	POST1968
MT2063	2023	Fhb1	Sus	MT	FALSE	URN	POST1968
MT21074	2024	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT21074	2024	Fhb5	Sus	MT	FALSE	URN	POST1968
MT21074	2024	Fhb1	Sus	MT	FALSE	URN	POST1968
MT21076	2022	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21076	2022	Fhb1	Res	MT	FALSE	URSN	POST1968
MT21076	2022	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21082	2022	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21082	2022	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21082	2022	Fhb1	Res	MT	FALSE	URSN	POST1968
MT21089	2022	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21089	2022	Fhb1	Res	MT	FALSE	URSN	POST1968
MT21089	2022	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21091	2022	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21091	2022	Fhb1	Unk	MT	FALSE	URSN	POST1968
MT21091	2022	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21102	2022	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT21102	2022	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21102	2022	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21104	2023	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT21104	2023	Fhb5	Sus	MT	FALSE	URN	POST1968
MT21104	2023	Fhb1	Sus	MT	FALSE	URN	POST1968
MT21111	2022	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21111	2022	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21111	2022	Fhb1	Res	MT	FALSE	URSN	POST1968
MT21186	2024	Fhb5	Sus	MT	FALSE	URN	POST1968
MT21186	2024	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT21186	2024	Fhb1	Sus	MT	FALSE	URN	POST1968
MT21214	2023	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21214	2023	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21214	2023	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT21220	2023	Fhb5AS	NA	MT	FALSE	BOTH	POST1968
MT21220	2023	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT21220	2023	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT21222	2023	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21222	2023	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21222	2023	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT21224	2024	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21224	2024	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21224	2024	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT21305	2023	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21305	2023	Fhb5	Res	MT	FALSE	URSN	POST1968
MT21305	2023	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT21352	2023	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT21352	2023	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21352	2023	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21384	2023	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT21384	2023	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT21384	2023	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT21473	2024	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT21473	2024	Fhb1	Sus	MT	FALSE	URN	POST1968
MT21473	2024	Fhb5	Sus	MT	FALSE	URN	POST1968
MT21485	2024	Fhb1	Sus	MT	FALSE	URN	POST1968
MT21485	2024	Fhb5	Sus	MT	FALSE	URN	POST1968
MT21485	2024	Fhb5AS	NA	MT	FALSE	URN	POST1968
MT22071	2024	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT22071	2024	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT22071	2024	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT22345	2024	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT22345	2024	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT22345	2024	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT22361	2024	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT22361	2024	Fhb1	Unk	MT	FALSE	URSN	POST1968
MT22361	2024	Fhb5	Unk	MT	FALSE	URSN	POST1968
MT23004	2024	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT23004	2024	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT23004	2024	Fhb1	Unk	MT	FALSE	URSN	POST1968
MT23297	2024	Fhb5AS	NA	MT	FALSE	URSN	POST1968
MT23297	2024	Fhb5	Sus	MT	FALSE	URSN	POST1968
MT23297	2024	Fhb1	Sus	MT	FALSE	URSN	POST1968
MT6723	1969	Fhb1	Sus	MT	FALSE	URN	POST1968
MT6723	1969	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT6723	1969	Fhb5	Sus	MT	FALSE	URN	POST1968
MT677	1969	Fhb5	Sus	MT	FALSE	URN	POST1968
MT677	1969	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT677	1969	Fhb1	Sus	MT	FALSE	URN	POST1968
MT6830	1970	Fhb5	Sus	MT	FALSE	URN	POST1968
MT6830	1970	Fhb1	Sus	MT	FALSE	URN	POST1968
MT6830	1970	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT6834	1970	Fhb1	Sus	MT	FALSE	URN	POST1968
MT6834	1970	Fhb5	Sus	MT	FALSE	URN	POST1968
MT6834	1970	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT6839	1970	Fhb1	Unk	MT	FALSE	URN	POST1968
MT6839	1970	Fhb5	Sus	MT	FALSE	URN	POST1968
MT6839	1970	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT7028	1973	Fhb1	Unk	MT	FALSE	URN	POST1968
MT7028	1973	Fhb5	Sus	MT	FALSE	URN	POST1968
MT7028	1973	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT7150	1973	Fhb1	Sus	MT	FALSE	URN	POST1968
MT7150	1973	Fhb5	Sus	MT	FALSE	URN	POST1968
MT7150	1973	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT7416	1976	Fhb1	Sus	MT	FALSE	URN	POST1968
MT7416	1976	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT7416	1976	Fhb5	Sus	MT	FALSE	URN	POST1968
MT749	1976	Fhb5	Sus	MT	FALSE	URN	POST1968
MT749	1976	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT749	1976	Fhb1	Sus	MT	FALSE	URN	POST1968
MT7635	1979	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT7635	1979	Fhb1	Sus	MT	FALSE	URN	POST1968
MT7635	1979	Fhb5	Sus	MT	FALSE	URN	POST1968
MT7648	1979	Fhb1	Sus	MT	FALSE	URN	POST1968
MT7648	1979	Fhb5	Sus	MT	FALSE	URN	POST1968
MT7648	1979	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT7836	1980	Fhb5	Sus	MT	FALSE	URN	POST1968
MT7836	1980	Fhb1	Sus	MT	FALSE	URN	POST1968
MT7836	1980	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT7926	1983	Fhb5	Unk	MT	FALSE	URN	POST1968
MT7926	1983	Fhb1	Sus	MT	FALSE	URN	POST1968
MT7926	1983	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8017	1982	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8017	1982	Fhb5AS	Res	MT	FALSE	URN	POST1968
MT8017	1982	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8043	1983	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8043	1983	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8043	1983	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT808	1984	Fhb1	Sus	MT	FALSE	URN	POST1968
MT808	1984	Fhb5	Sus	MT	FALSE	URN	POST1968
MT808	1984	Fhb5AS	Res	MT	FALSE	URN	POST1968
MT8177	1984	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8177	1984	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8177	1984	Fhb5AS	Res	MT	FALSE	URN	POST1968
MT8218	1985	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8218	1985	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8218	1985	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8320	1985	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8320	1985	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8320	1985	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8328	1985	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8328	1985	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8328	1985	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8336	1987	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8336	1987	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8336	1987	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8402	1986	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8402	1986	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8402	1986	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8446	1987	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8446	1987	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8446	1987	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8651	1990	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8651	1990	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8651	1990	Fhb1	Sus	MT	FALSE	URN	POST1968
MT8849	1992	Fhb5AS	Sus	MT	FALSE	URN	POST1968
MT8849	1992	Fhb5	Sus	MT	FALSE	URN	POST1968
MT8849	1992	Fhb1	Sus	MT	FALSE	URN	POST1968
MT9354	1995	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
MT9354	1995	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT9354	1995	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT9360	1995	Fhb1	Sus	MT	FALSE	BOTH	POST1968
MT9360	1995	Fhb5	Sus	MT	FALSE	BOTH	POST1968
MT9360	1995	Fhb5AS	Sus	MT	FALSE	BOTH	POST1968
N.1556	1943	Fhb5	Sus	ND	FALSE	URN	PRE1968
N.1556	1943	Fhb1	Sus	ND	FALSE	URN	PRE1968
N.1556	1943	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N.1756	1943	Fhb5	Sus	ND	FALSE	URN	PRE1968
N.1756	1943	Fhb1	Sus	ND	FALSE	URN	PRE1968
N.1756	1943	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N.1840	1946	Fhb1	Sus	ND	FALSE	URN	PRE1968
N.1840	1946	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N.1840	1946	Fhb5	Sus	ND	FALSE	URN	PRE1968
N.1843	1945	Fhb5	Sus	ND	FALSE	URN	PRE1968
N.1843	1945	Fhb1	Sus	ND	FALSE	URN	PRE1968
N.1843	1945	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N.1924.44	1949	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N.1924.44	1949	Fhb1	Sus	ND	FALSE	URN	PRE1968
N.1924.44	1949	Fhb5	Sus	ND	FALSE	URN	PRE1968
N.2223	1950	Fhb1	Sus	ND	FALSE	URN	PRE1968
N.2223	1950	Fhb5	Sus	ND	FALSE	URN	PRE1968
N.2223	1950	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N10-0176	2012	Fhb5	Unk	PRIVATE	FALSE	URSN	POST1968
N10-0176	2012	Fhb5AS	Res	PRIVATE	FALSE	URSN	POST1968
N10-0176	2012	Fhb1	Unk	PRIVATE	FALSE	URSN	POST1968
N1139-22	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1139-22	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1139-22	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1248	1936	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1248	1936	Fhb5	Unk	ND	FALSE	URN	PRE1968
N1248	1936	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1249	1936	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1249	1936	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1249	1936	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1250	1936	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1250	1936	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1250	1936	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1289	1936	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1289	1936	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1289	1936	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1308	1936	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1308	1936	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1308	1936	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1328	1937	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1328	1937	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1328	1937	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1330	1938	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1330	1938	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1330	1938	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1342-24	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1342-24	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1342-24	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1344	1938	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1344	1938	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1344	1938	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1349	1938	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1349	1938	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1349	1938	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1441	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1441	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1441	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1448	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1448	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1448	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1465	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1465	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1465	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1466	1939	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1466	1939	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1466	1939	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1520	1941	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1520	1941	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1520	1941	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1523	1940	Fhb5	Sus	MT	FALSE	URN	PRE1968
N1523	1940	Fhb5AS	Sus	MT	FALSE	URN	PRE1968
N1523	1940	Fhb1	Sus	MT	FALSE	URN	PRE1968
N1530	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1530	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1530	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1534	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1534	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1534	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1535	1944	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1535	1944	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1535	1944	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1543	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1543	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1543	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1568	1940	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1568	1940	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1568	1940	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1596	1941	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
N1596	1941	Fhb1	Sus	ND	FALSE	URN	PRE1968
N1596	1941	Fhb5	Sus	ND	FALSE	URN	PRE1968
N1750	1943	Fhb5AS	Sus	ND	FALSE	URN	PRE1968
