Class	Initial_GID	Initial_SRC	Compiled_SRC	First_Year_URN_correctedRelease	Final_GID	Pedigree	FINAL_GID_GENO_MATCH	If_Genotyped	First_Year_URN	decade
URN_Post68	MO9-3-5	NDSU	ND	2012	MO_09_3-5	NA	MO_09_3-5	YES	2012	2010s
URN_Post68	MO8-3-4	NDSU	ND	2012	MO8_3-4	NA	MO8_3-4	YES	2012	2010s
URN_Post68	MO8-3-5	NDSU	ND	2012	MO8-3-5	NA	MO8-3-5	YES	2012	2010s
URN_Post68	MT1007	MT	MT	2012	MT1007	NA	MT1007	YES	2012	2010s
URN_Post68	MT1016	MT	MT	2012	MT1016	NA	MT1016	YES	2012	2010s
URN_Post68	MT1053	MT	MT	2012	MT1053	NA	MT1053	YES	2012	2010s
URN_Post68	MT1157	MT	MT	2012	MT1157	NA	MT1157	YES	2012	2010s
URN_Post68	NDSW703	NDSU	ND	2012	NDSW703	NA	NDSW703	YES	2012	2010s
URN_Post68	SD4250	SDSU	SD	2012	SD4250	NA	SD4250	YES	2012	2010s
URN_Post68	05S0157_4	Syngenta	PRIVATE	2013	05S0157-4	GLENN/FREYR	05S0157-4	YES	2013	2010s
URN_Post68	05S0242_6	Syngenta	PRIVATE	2013	05S0242-6	N99_0253/EMBER//N98_0217/FREYR	05S0242-6	YES	2013	2010s
URN_Post68	06S0157_1	Syngenta	PRIVATE	2013	06S0157-1	S/WCOMP.W//00S0327_18	06S0157-1	YES	2013	2010s
URN_Post68	06S0327_1	Syngenta	PRIVATE	2013	06S0327-1	HANNA/98S0086_13//02S0237_7	06S0327-1	YES	2013	2010s
URN_Post68	BOOST	SDSU	SD	2013	BOOST	SD3900//FN1705_146/SD3851	BOOST	YES	2013	2010s
URN_Post68	BW483	AAFC-BRDC	AAFC-CA	2013	BW483	NA	BW483	YES	2013	2010s
URN_Post68	HY1319	AAFC-SPARC	AAFC-CA	2013	HY1319	ACVista/Alsen//HY485	HY1319	YES	2013	2010s
URN_Post68	MN10261_1	UMN	MN	2013	LANG-MN	Glenn/Sabin	LANG-MN	YES	2013	2010s
URN_Post68	LNR10_0176	Limagrain	PRIVATE	2013	LNR10-0176	RB07/SD3641	LNR10-0176	YES	2013	2010s
URN_Post68	LNR10_0493	Limagrain	PRIVATE	2013	LNR10-0493	ALSEN/ND800	LNR10-0493	YES	2013	2010s
URN_Post68	MN10061	UMN	MN	2013	MN10061	MN01333_A_2/MN97448	MN10061	YES	2013	2010s
URN_Post68	MN10204_6	UMN	MN	2013	MN10204-6	MN03160_4/Sabin	MN10204-6	YES	2013	2010s
URN_Post68	LNR10_0177	Limagrain	PRIVATE	2013	MS-CHEVELLE	RB07/SD3641	MS-CHEVELLE	YES	2013	2010s
URN_Post68	MT1142	MT	MT	2013	MT1142	06SR49/06SR175	MT1142	YES	2013	2010s
URN_Post68	MT1172	MSU	MT	2013	MT1172	MT0245/IMI8209_1//MT0245	MT1172	YES	2013	2010s
URN_Post68	PT472	AAFC-Winnipeg	AAFC-CA	2013	PT472	PT425/PT211//PT435	PT472	YES	2013	2010s
URN_Post68	SD4313	SDSU	SD	2013	SD4313	STEELE_ND/SD3974	SD4313	YES	2013	2010s
URN_Post68	SD4321	SDSU	SD	2013	SD4321	SD4009/GRANGER	SD4321	YES	2013	2010s
URN_Post68	06S0385_5	Syngenta	PRIVATE	2013	SY-VALDA	02S0237_12/BRIGGS	SY-VALDA	YES	2013	2010s
URN_Post68	BIO_10200	Limagrain	PRIVATE	2014	BIO-10200	TP/Onix/3/Onix*2/TP/4/QTZ/5/QTZ	BIO-10200	YES	2014	2010s
URN_Post68	BIO_10550	Limagrain	PRIVATE	2014	BIO-10550	MAR/QTZ//MAR	BIO-10550	YES	2014	2010s
URN_Post68	BIO_10588	Limagrain	PRIVATE	2014	BIO-10588	MIR/Nogal//QTZ	BIO-10588	YES	2014	2010s
URN_Post68	BW485	AAFC-BRDC	AAFC-CA	2014	BW485	D1125/Alsen//BW346/3/BW370/99B60_EJ26	BW485	YES	2014	2010s
URN_Post68	FOCUS	SDSU	SD	2014	FOCUS	#N/A	FOCUS	YES	2014	2010s
URN_Post68	HY2019	AAFC-SPARC	AAFC-CA	2014	HY2019	C0302_GB02/Kronstad//HY977	HY2019	YES	2014	2010s
URN_Post68	LNR12_0311	Limagrain	PRIVATE	2014	LCS-PRIME	Brick/Faller	LCS-PRIME	YES	2014	2010s
URN_Post68	LNR11_0757	Limagrain	PRIVATE	2014	LNR11-0757	Ozzie/Knudson//ORL99169	LNR11-0757	YES	2014	2010s
URN_Post68	MN10201_4_A	UMN	MN	2014	MN-WASHBURN	MN97695_BYDV/Sabin	MN-WASHBURN	YES	2014	2010s
URN_Post68	MN10281_1_A	UMN	MN	2014	MN10281-1-A	MN02072_7/(ND04/3_19)	MN10281-1-A	YES	2014	2010s
URN_Post68	MN11394_6	UMN	MN	2014	MN11394-6	MN00209_3_1/MN05209	MN11394-6	YES	2014	2010s
URN_Post68	MT1103	MT	MT	2014	MT1103	Choteau/MT0515	MT1103	YES	2014	2010s
URN_Post68	MT1203	MSU	MT	2014	MT1203	Choteau/MT0744	MT1203	YES	2014	2010s
URN_Post68	MT1236	MSU	MT	2014	MT1236	Choteau/Reeder//Choteau*6/Glupro	MT1236	YES	2014	2010s
URN_Post68	SD4393	SDSU	SD	2014	SD4393	SD4011/SD4032	SD4393	YES	2014	2010s
URN_Post68	SD4403	SDSU	SD	2014	SD4403	SD4056/SD4037	SD4403	YES	2014	2010s
URN_Post68	MN11325_7	UMN	MN	2014	SHELLY	Faller//00H04*J3/MN03130_1_62	SHELLY	YES	2014	2010s
URN_Post68	SURPASS	SDSU	SD	2014	SURPASS	SD4011/SD3942	SURPASS	YES	2014	2010s
URN_Post68	BW499	AAFC-BRDC	AAFC-CA	2015	BW499	Waskada/BW361	BW499	YES	2015	2010s
URN_Post68	BW961	AAFC-SPARC	AAFC-CA	2015	BW961	Alsen/Waskada	BW961	YES	2015	2010s
URN_Post68	LANNING	MSU	MT	2015	LANNING	Glenn/MT0747	LANNING	YES	2015	2010s
URN_Post68	MN10281_1_98	UMN	MN	2015	MN10281-1-98	MN02072_7/Faller	MN10281-1-98	YES	2015	2010s
URN_Post68	MN11492_6	UMN	MN	2015	MN11492-6	RB07/Blade	MN11492-6	YES	2015	2010s
URN_Post68	MT1219	MSU	MT	2015	MT1219	MT0643/MTHW0771	MT1219	YES	2015	2010s
URN_Post68	MT1337	MSU	MT	2015	MT1337	MT0830/MT0858	MT1337	YES	2015	2010s
URN_Post68	MT1338	MSU	MT	2015	MT1338	MT0830/MT0858	MT1338	YES	2015	2010s
URN_Post68	ND819	NDSU	ND	2015	ND819	ND744/ND721(ND819)	ND819	YES	2015	2010s
URN_Post68	ND820	NDSU	ND	2015	ND820	SD8119/2*ND721	ND820	YES	2015	2010s
URN_Post68	ND821	NDSU	ND	2015	ND821	ND820'S'	ND821	YES	2015	2010s
URN_Post68	ND822	NDSU	ND	2015	ND822	Dapps/Parshall	ND822	YES	2015	2010s
URN_Post68	ND823	NDSU	ND	2015	ND823	Briggs/ND752//Glenn	ND823	YES	2015	2010s
URN_Post68	SD4471	SDSU	SD	2015	SD4471	SD3997/SD3943_21	SD4471	YES	2015	2010s
URN_Post68	SD4492	SDSU	SD	2015	SD4492	SD4165/SD4148	SD4492	YES	2015	2010s
URN_Post68	SD4496	SDSU	SD	2015	SD4496	SD4189/GLENN	SD4496	YES	2015	2010s
URN_Post68	16BCS0001	Bayer	PRIVATE	2016	16BCS0001	SD3934/SD4081//SD4018	16BCS0001	YES	2016	2010s
URN_Post68	BW1025	AAFC-BRDC	AAFC-CA	2016	BW1025	BB07A*A637/BW342	BW1025	YES	2016	2010s
URN_Post68	BW1027	AAFC-BRDC	AAFC-CA	2016	BW1027	BA85_AX_7/BW342	BW1027	YES	2016	2010s
URN_Post68	BW1049	AAFC-BRDC	AAFC-CA	2016	BW1049	BW431/BW874	BW1049	YES	2016	2010s
URN_Post68	BW994	AAFC-SPARC	AAFC-CA	2016	BW994	BW871/BW342//BW874	BW994	YES	2016	2010s
URN_Post68	LNR12_0147	Limagrain	PRIVATE	2016	LNR12-0147	SD3944/MN02255	LNR12-0147	YES	2016	2010s
URN_Post68	LNR13_0028	Limagrain	PRIVATE	2016	LNR13-0028	F4BulkSeln.	LNR13-0028	YES	2016	2010s
URN_Post68	LNR13_0137	Limagrain	PRIVATE	2016	LNR13-0137	F4BulkSeln.	LNR13-0137	YES	2016	2010s
URN_Post68	LNR13_0763	Limagrain	PRIVATE	2016	LNR13-0763	F4BulkSeln.	LNR13-0763	YES	2016	2010s
URN_Post68	MN13074_4	UMN	MN	2016	MN13074-4	MN06018/Faller	MN13074-4	YES	2016	2010s
URN_Post68	MN13398_2	UMN	MN	2016	MN13398-2	Linkert/Sabin	MN13398-2	YES	2016	2010s
URN_Post68	MN13479_8	UMN	MN	2016	MN13479-8	Albany/MN07338	MN13479-8	YES	2016	2010s
URN_Post68	MT1348	MSU	MT	2016	MT1348	MT0852/MT0858	MT1348	YES	2016	2010s
URN_Post68	MT1401	MSU	MT	2016	MT1401	Vida/MT0827	MT1401	YES	2016	2010s
URN_Post68	ND_VITPRO	NDSU	ND	2016	ND-VITPRO	ND2849/ND721//ND735/3/Glenn	ND-VITPRO	YES	2016	2010s
URN_Post68	ND824	NDSU	ND	2016	ND824	ND729/ND725	ND824	YES	2016	2010s
URN_Post68	ND828	NDSU	ND	2016	ND828	Goldfield/2*Alsen//Steele_ND	ND828	YES	2016	2010s
URN_Post68	SD4465	SDSU	SD	2016	SD4465	SD4078/SD4027	SD4465	YES	2016	2010s
URN_Post68	SD4529	SDSU	SD	2016	SD4529	SD4148/SD4011	SD4529	YES	2016	2010s
URN_Post68	SD4539	SDSU	SD	2016	SD4539	SD4189/SD4178	SD4539	YES	2016	2010s
URN_Post68	SD4546	SDSU	SD	2016	SD4546	CA907_816W/SD4178	SD4546	YES	2016	2010s
URN_Post68	SD4579	SDSU	SD	2016	SD4579	SD4201/SD4178	SD4579	YES	2016	2010s
URN_Post68	09S0311_5	Syngenta	PRIVATE	2017	09S0311-5	04S0272_13/BRENNAN	09S0311-5	YES	2017	2010s
URN_Post68	10S0012_16	Syngenta	PRIVATE	2017	10S0012-16	MN03196/SYSOREN	10S0012-16	YES	2017	2010s
URN_Post68	10S0068_2	Syngenta	PRIVATE	2017	10S0068-2	NA	10S0068-2	YES	2017	2010s
URN_Post68	10S0093_20	Syngenta	PRIVATE	2017	10S0093-20	05S0020_2/FALLER	10S0093-20	YES	2017	2010s
URN_Post68	17BCS01	Bayer	PRIVATE	2017	17BCS01	SD4189/RB07	17BCS01	YES	2017	2010s
URN_Post68	17BCS02	Bayer	PRIVATE	2017	17BCS02	GRUIA/ATLAX//VAQ/ABA	17BCS02	YES	2017	2010s
URN_Post68	17BCS03	Bayer	PRIVATE	2017	17BCS03	QTZ/3/INIA11/SAF//ABA	17BCS03	YES	2017	2010s
URN_Post68	17BCS04	Bayer	PRIVATE	2017	17BCS04	BRICK/JENNA//Barlow	17BCS04	YES	2017	2010s
URN_Post68	BW1045	AAFC	AAFC-CA	2017	BW1045	BW388/BW430	BW1045	YES	2017	2010s
URN_Post68	BW1046	AAFC	AAFC-CA	2017	BW1046	BW431/99B61_AY30B5	BW1046	YES	2017	2010s
URN_Post68	BW1048	AAFC	AAFC-CA	2017	BW1048	BW415/BW342	BW1048	YES	2017	2010s
URN_Post68	SD4625	SDSU	SD	2017	DRIVER	MN06075_4/SD4165	DRIVER	YES	2017	2010s
URN_Post68	LNR14_1832	Limagrain	PRIVATE	2017	LCS-CANNON	LCSALBANY/LNR10_0181	LCS-CANNON	YES	2017	2010s
URN_Post68	LNR14_0234	Limagrain	PRIVATE	2017	LNR14-0234	BLADE/LNR10_0181	LNR14-0234	YES	2017	2010s
URN_Post68	LNR14_0563	Limagrain	PRIVATE	2017	LNR14-0563	LNR10_0135/SNOWHITE476	LNR14-0563	YES	2017	2010s
URN_Post68	LNR14_1267	Limagrain	PRIVATE	2017	LNR14-1267	SAMSON/LNR10_0181	LNR14-1267	YES	2017	2010s
URN_Post68	LNR14_1935	Limagrain	PRIVATE	2017	LNR14-1935	RB07/LNR10_0181	LNR14-1935	YES	2017	2010s
URN_Post68	MN14105_7	UMN	MN	2017	MN-TORGY	Sabin/01S0377_6//Linkert	MN-TORGY	YES	2017	2010s
URN_Post68	MN13288_1	UMN	MN	2017	MN13288-1	Linkert/Sabin	MN13288-1	YES	2017	2010s
URN_Post68	MN14227_4	UMN	MN	2017	MN14227-4	Prosper/MN06018	MN14227-4	YES	2017	2010s
URN_Post68	MT1525	MSU	MT	2017	MT1525	MT1015/MT1007(BULK)	MT1525	YES	2017	2010s
URN_Post68	MT1543	MSU	MT	2017	MT1543	Choteau/Yellowstone_26//Choteau/MT0516(BULK)	MT1543	YES	2017	2010s
URN_Post68	MT1570	MSU	MT	2017	MT1570	Choteau/MT0516//CAP151_3	MT1570	YES	2017	2010s
URN_Post68	ND830	NDSU	ND	2017	ND830	ND744/ND721//Faller'S'	ND830	YES	2017	2010s
URN_Post68	ND833	NDSU	ND	2017	ND833	BuckPronto/Glenn	ND833	YES	2017	2010s
URN_Post68	NDHRS16_12_19	NDSU	ND	2017	NDHRS16-12-19	Barlow/Steele_ND	NDHRS16-12-19	YES	2017	2010s
URN_Post68	NDHRS16_12_31	NDSU	ND	2017	NDHRS16-12-31	W9207/Grandin//Alsen/3/ND752	NDHRS16-12-31	YES	2017	2010s
URN_Post68	NDHRS16_12_52	NDSU	ND	2017	NDHRS16-12-52	Kadett/Bobwhitesib//Grandin/3/ND706/4/ND752	NDHRS16-12-52	YES	2017	2010s
URN_Post68	10S0059_28	Syngenta	PRIVATE	2017	SYMCCLOUD	04S0196_1/SYSOREN	SYMCCLOUD	YES	2017	2010s
URN_Post68	09S0306_24	Syngenta	PRIVATE	2018	09S0306-24	SYIngmar/Choteau	09S0306-24	YES	2018	2010s
URN_Post68	10S0068_11	Syngenta	PRIVATE	2018	10S0068-11	NA	10S0068-11	YES	2018	2010s
URN_Post68	10S0158_15	Syngenta	PRIVATE	2018	10S0158-15	05S0109_26W/Barlow	10S0158-15	YES	2018	2010s
URN_Post68	10S0176_18	Syngenta	PRIVATE	2018	10S0176-18	05S0329_2/SYSoren	10S0176-18	YES	2018	2010s
URN_Post68	18BCS01	Bayer	PRIVATE	2018	18BCS01	SYROWYN/BARLOW	18BCS01	YES	2018	2010s
URN_Post68	18BCS02	Bayer	PRIVATE	2018	18BCS02	TP/ON//ON/3/ON*2/TP/4/ATLAX/5/QTZ/6/TORUK#2	18BCS02	YES	2018	2010s
URN_Post68	18BCS03	Bayer	PRIVATE	2018	18BCS03	ABA/GLE//ALV/3/ALV	18BCS03	YES	2018	2010s
URN_Post68	18BCS04	Bayer	PRIVATE	2018	18BCS04	ALV//ALV/BIO_08554	18BCS04	YES	2018	2010s
URN_Post68	18BCS05	Bayer	PRIVATE	2018	18BCS05	BIO_08545/FH//BIO_08545	18BCS05	YES	2018	2010s
URN_Post68	BW1053	AAFC	AAFC-CA	2018	BW1053	BW430/BD31_7_B_B_PNB_13_N	BW1053	YES	2018	2010s
URN_Post68	BW1054	AAFC	AAFC-CA	2018	BW1054	ND04/3_21/BW874	BW1054	YES	2018	2010s
URN_Post68	BW1067	AAFC	AAFC-CA	2018	BW1067	BW928/BW431	BW1067	YES	2018	2010s
URN_Post68	BW1069	AAFC	AAFC-CA	2018	BW1069	BW430/BW897	BW1069	YES	2018	2010s
URN_Post68	BW5043	AAFC	AAFC-CA	2018	BW5043	BW928/PT580	BW5043	YES	2018	2010s
URN_Post68	MN15005_4	UMN	MN	2018	MN-ROTHSAY	Prosper/MN08301_6//Norden	MN-ROTHSAY	YES	2018	2010s
URN_Post68	MN13288_1_32	UMN	MN	2018	MN13288-1-32	Linkert/Sabin	MN13288-1-32	YES	2018	2010s
URN_Post68	MN15195_5	UMN	MN	2018	MN15195-5	MN10312/MN07199_6	MN15195-5	YES	2018	2010s
URN_Post68	MT1621	MSU	MT	2018	MT1621	MT1148/MT1133	MT1621	YES	2018	2010s
URN_Post68	MT1673	MSU	MT	2018	MT1673	DuclairxMcNeal/Glupro	MT1673	YES	2018	2010s
URN_Post68	NDHRS16_13_13	NDSU	ND	2018	NDHRS16-13-13	WALWORTH/REEDER//ND721/3/ALSEN	NDHRS16-13-13	YES	2018	2010s
URN_Post68	NDHRS16_13_29	NDSU	ND	2018	NDHRS16-13-29	KUNTZ/HOWARD	NDHRS16-13-29	YES	2018	2010s
URN_Post68	NDHRS16_13_89	NDSU	ND	2018	NDHRS16-13-89	ND819'S'/ND744'S'	NDHRS16-13-89	YES	2018	2010s
URN_Post68	NDHRS16_13_97	NDSU	ND	2018	NDHRS16-13-97	#N/A	NDHRS16-13-97	YES	2018	2010s
URN_Post68	NDHRS16_14_41	NDSU	ND	2018	NDHRS16-14-41	CA_904_742/STEELE_ND	NDHRS16-14-41	YES	2018	2010s
URN_Post68	NH027	AAFC	AAFC-CA	2018	NH027	BW928/BW431//BW874	NH027	YES	2018	2010s
URN_Post68	SD4706	SDSU	SD	2018	SD4706	FOREFRONT/SD4243	SD4706	YES	2018	2010s
URN_Post68	SD4708	SDSU	SD	2018	SD4708	ADVANCE/BRICK	SD4708	YES	2018	2010s
URN_Post68	SD4719	SDSU	SD	2018	SD4719	SD4218/GLENN	SD4719	YES	2018	2010s
URN_Post68	SD4721	SDSU	SD	2018	SD4721	SD4218/BOLLES	SD4721	YES	2018	2010s
URN_Post68	NP11100135_1	Syngenta	PRIVATE	2019	APGUNSMOKECL2	03S0427_6/SYSOREN	APGUNSMOKECL2	YES	2019	2010s
URN_Post68	BW5060	AAFC	AAFC-CA	2019	BW5060	BW485/BW961	BW5060	YES	2019	2010s
URN_Post68	LNR15_1405	Limagrain	PRIVATE	2019	LNR15-1405	LNR11_0954/SABIN	LNR15-1405	YES	2019	2010s
URN_Post68	LNR15_1512	Limagrain	PRIVATE	2019	LNR15-1512	MS_STINGRAY/RWG23	LNR15-1512	YES	2019	2010s
URN_Post68	LNR15_1751	Limagrain	PRIVATE	2019	LNR15-1751	N10_0182/RB07	LNR15-1751	YES	2019	2010s
URN_Post68	LNR16_1223	Limagrain	PRIVATE	2019	LNR16-1223	LNR100188/LNR100557	LNR16-1223	YES	2019	2010s
URN_Post68	LNR16_2076	Limagrain	PRIVATE	2019	LNR16-2076	411001008/LNR100562	LNR16-2076	YES	2019	2010s
URN_Post68	MN15012_3	UMN	MN	2019	MN15012-3	MN06075_4/MN10428_4	MN15012-3	YES	2019	2010s
URN_Post68	MN15119_2	UMN	MN	2019	MN15119-2	MN02072_7/MN_Washburnsel	MN15119-2	YES	2019	2010s
URN_Post68	MN15136_6	UMN	MN	2019	MN15136-6	MN_Washburnsel/Prosper	MN15136-6	YES	2019	2010s
URN_Post68	MT1767	MSU	MT	2019	MT1767	12SR225/12F5827	MT1767	YES	2019	2010s
URN_Post68	NDHRS16_14_126	NDSU	ND	2019	ND-HERON	ND804/Freyr	ND-HERON	YES	2019	2010s
URN_Post68	NDHRS16_14_36	NDSU	ND	2019	NDHRS16-14-36	BARLOW/GRANITE	NDHRS16-14-36	YES	2019	2010s
URN_Post68	NDSW16027	NDSU	ND	2019	NDSW16027	MOTT//CHOTEAU/CAP20	NDSW16027	YES	2019	2010s
URN_Post68	NH056	AAFC	AAFC-CA	2019	NH056	BA51*B92/BW961//BW932	NH056	YES	2019	2010s
URN_Post68	NH057	AAFC	AAFC-CA	2019	NH057	BA51*B92/BW961//BW932	NH057	YES	2019	2010s
URN_Post68	NH058	AAFC	AAFC-CA	2019	NH058	BW485/BW455//BW968	NH058	YES	2019	2010s
URN_Post68	NP11100245_26	Syngenta	PRIVATE	2019	NP11100245-26	03S0352_22/04S0258_12	NP11100245-26	YES	2019	2010s
URN_Post68	NP11100267_10	Syngenta	PRIVATE	2019	NP11100267-10	05S0242_11/JENNA	NP11100267-10	YES	2019	2010s
URN_Post68	NP11100273_23	Syngenta	PRIVATE	2019	NP11100273-23	05S0271_25/05S0242_11	NP11100273-23	YES	2019	2010s
URN_Post68	NP12100602_18	Syngenta	PRIVATE	2019	NP12100602-18	08S0031_9/04S0258_12	NP12100602-18	YES	2019	2010s
URN_Post68	PROSPER	NDSU	ND	2019	PROSPER	#N/A	PROSPER	YES	2019	2010s
URN_Post68	SD4772	SDSU	SD	2019	SD4772	SD4477/SELECT	SD4772	YES	2019	2010s
URN_Post68	SD4775	SDSU	SD	2019	SD4775	SD4477/SD4178	SD4775	YES	2019	2010s
URN_Post68	SD4816	SDSU	SD	2019	SD4816	SD4243/SD4178	SD4816	YES	2019	2010s
URN_Post68	14X111_106_3	UMN	MN	2020	14X111-106-3	MN_Washburnsel/Prosper//Shelly	14X111-106-3	YES	2020	2020s
URN_Post68	AACBRANDON	AAFC	AAFC-CA	2020	AACBRANDON	NA	AACBRANDON	YES	2020	2020s
URN_Post68	NP12100559_16	Syngenta	PRIVATE	2020	APSMITH	08S0066_17/04S0258_12	APSMITH	YES	2020	2020s
URN_Post68	ASCEND_SD	SDSU	SD	2020	ASCEND-SD	MN10261_1/SD4389	ASCEND-SD	YES	2020	2020s
URN_Post68	MN17117_5	UMN	MN	2020	MN17117-5	MN10061/Lang_MN	MN17117-5	YES	2020	2020s
URN_Post68	MN17120_1	UMN	MN	2020	MN17120-1	MN12172/MN10023_8	MN17120-1	YES	2020	2020s
URN_Post68	MN17379_4	UMN	MN	2020	MN17379-4	MN11452_3/MN_Washburnsel	MN17379-4	YES	2020	2020s
URN_Post68	MT1716	MSU	MT	2020	MT1716	MT1274/RB07	MT1716	YES	2020	2020s
URN_Post68	MT1866	MSU	MT	2020	MT1866	Vida*4/Conan	MT1866	YES	2020	2020s
URN_Post68	NDHRS13_0273_0036	NDSU	ND	2020	ND-THRESHER	Faller/Bolles	ND-THRESHER	YES	2020	2020s
URN_Post68	NDHRS16_15_320	NDSU	ND	2020	NDHRS16-15-320	Howard/Muchmore	NDHRS16-15-320	YES	2020	2020s
URN_Post68	NDHRS16_16_654	NDSU	ND	2020	NDHRS16-16-654	Barlow/Select//Glenn/3/Dapps/4/Prosper	NDHRS16-16-654	YES	2020	2020s
URN_Post68	NDHRS16_16_678	NDSU	ND	2020	NDHRS16-16-678	Brennan/Elgin_ND	NDHRS16-16-678	YES	2020	2020s
URN_Post68	NP12100434_20	Syngenta	PRIVATE	2020	NP12100434-20	06S0327_1/06S0157_1	NP12100434-20	YES	2020	2020s
URN_Post68	NP12100509_2	Syngenta	PRIVATE	2020	NP12100509-2	07S0209_35/04S0258_12	NP12100509-2	YES	2020	2020s
URN_Post68	NP12100660_3	Syngenta	PRIVATE	2020	NP12100660-3	08S0156_1_1_37_2/03S0012_92W	NP12100660-3	YES	2020	2020s
URN_Post68	NP13DD10116019	Syngenta	PRIVATE	2020	NP13DD10116019	SYROWYN/BRENNAN	NP13DD10116019	YES	2020	2020s
URN_Post68	SD4852	SDSU	SD	2020	SD4852	SD4495/MN10261_1	SD4852	YES	2020	2020s
URN_Post68	SD4894	SDSU	SD	2020	SD4894	SD4383/FOREFRONT	SD4894	YES	2020	2020s
URN_Post68	SD4904	SDSU	SD	2020	SD4904	SD4576/PREVAIL	SD4904	YES	2020	2020s
URN_Post68	SD4915	SDSU	SD	2020	SD4915	PREVAIL/SD4576	SD4915	YES	2020	2020s
URN_Post68	SD4843	SDSU	SD	2021	BRAWN-SD	SD4507/SD4416	BRAWN-SD	YES	2021	2020s
URN_Post68	BW1094	AAFC	AAFC-CA	2021	BW1094	BE29A_31_2/BW429	BW1094	YES	2021	2020s
URN_Post68	MN17118_1	UMN	MN	2021	MN17118-1	Albany/MN12069//MN12069_1	MN17118-1	YES	2021	2020s
URN_Post68	MT1809	MSU	MT	2021	MT1809	VIDA/M009/3_4	MT1809	YES	2021	2020s
URN_Post68	MT1855	MSU	MT	2021	MT1855	MT1053/MO8/3_4	MT1855	YES	2021	2020s
URN_Post68	MT1927	MSU	MT	2021	MT1927	MT1203/MT1234	MT1927	YES	2021	2020s
URN_Post68	MT1939	MSU	MT	2021	MT1939	MT1316///MT1018//Choteau/Yellowstone_26	MT1939	YES	2021	2020s
URN_Post68	NDHRS11_0244_0001	NDSU	ND	2021	NDHRS11-0244-0001	ND822/VELVA	NDHRS11-0244-0001	YES	2021	2020s
URN_Post68	NDHRS12_1031_0007	NDSU	ND	2021	NDHRS12-1031-0007	FALLER/ND824	NDHRS12-1031-0007	YES	2021	2020s
URN_Post68	NDHRS14_0134_C03	NDSU	ND	2021	NDHRS14-0134-C03	FALLER/ALSEN//LINKERT	NDHRS14-0134-C03	YES	2021	2020s
URN_Post68	NH069	AAFC	AAFC-CA	2021	NH069	BW486/JingMai66/Aikang58	NH069	YES	2021	2020s
URN_Post68	SD4905	SDSU	SD	2021	SD4905	SD4576/PREVAIL	SD4905	YES	2021	2020s
URN_Post68	SD4934	SDSU	SD	2021	SD4934	SD4496/MN11394_6	SD4934	YES	2021	2020s
URN_Post68	21NP005734	Syngenta	PRIVATE	2022	21NP005734	NA	21NP005734	YES	2022	2020s
URN_Post68	21NP005739	Syngenta	PRIVATE	2022	21NP005739	NA	21NP005739	YES	2022	2020s
URN_Post68	21NP005744	Syngenta	PRIVATE	2022	21NP005744	NA	21NP005744	YES	2022	2020s
URN_Post68	MN18032_5	UMN	MN	2022	MN18032-5	MN12193_6/Lang_MN	MN18032-5	YES	2022	2020s
URN_Post68	MN18106_2	UMN	MN	2022	MN18106-2	MN12544_2/MN_Washburnsel	MN18106-2	YES	2022	2020s
URN_Post68	MN18176_1	UMN	MN	2022	MN18176-1	MN13240_5/Lang_MN	MN18176-1	YES	2022	2020s
URN_Post68	MT2030	MSU	MT	2022	MT2030	NA	MT2030	YES	2022	2020s
URN_Post68	MT2049	MSU	MT	2022	MT2049	NA	MT2049	YES	2022	2020s
URN_Post68	MT2054	MSU	MT	2022	MT2054	NA	MT2054	YES	2022	2020s
URN_Post68	NDHRS13_0100_C01	NDSU	ND	2022	NDHRS13-0100-C01	ELGIN_ND/SYRUSTLER	NDHRS13-0100-C01	YES	2022	2020s
URN_Post68	NDHRS14_0134_C09	NDSU	ND	2022	NDHRS14-0134-C09	FALLER/ALSEN//LINKERT	NDHRS14-0134-C09	YES	2022	2020s
URN_Post68	NDHRS15_0006_C46	NDSU	ND	2022	NDHRS15-0006-C46	ND820/LANG_MN//DAPPS/3/GLENN/4/FALLER	NDHRS15-0006-C46	YES	2022	2020s
URN_Post68	SD4930	SDSU	SD	2022	SD4930	MN11325_7/SD4624	SD4930	YES	2022	2020s
URN_Post68	SD4949	SDSU	SD	2022	SD4949	LCS_PRO/SD4482	SD4949	YES	2022	2020s
URN_Post68	MN19104-2	UMN	MN	2023	MN19104-2	#N/A	MN19104-2	YES	2023	2020s
URN_Post68	MN19108-1	UMN	MN	2023	MN19108-1	#N/A	MN19108-1	YES	2023	2020s
URN_Post68	MN19138-2	UMN	MN	2023	MN19138-2	#N/A	MN19138-2	YES	2023	2020s
URN_Post68	MN19239-1	UMN	MN	2023	MN19239-1	#N/A	MN19239-1	YES	2023	2020s
URN_Post68	MN19358-1	UMN	MN	2023	MN19358-1	#N/A	MN19358-1	YES	2023	2020s
URN_Post68	MT2050	MSU	MT	2023	MT2050	#N/A	MT2050	YES	2023	2020s
URN_Post68	MT2063	MSU	MT	2023	MT2063	#N/A	MT2063	YES	2023	2020s
URN_Post68	MT21104	MSU	MT	2023	MT21104	#N/A	MT21104	YES	2023	2020s
URN_Post68	NDHRS17-0149-C17	NDSU	ND	2023	NDHRS17-0149-C17	#N/A	NDHRS17-0149-C17	YES	2023	2020s
